,word,frequency
588,irritated,2
589,missing,2
590,plate,2
591,complained,2
592,omg,2
593,bus,2
594,credit,2
595,pretty,2
596,tour,2
597,park,2
598,leave,2
599,group,2
600,hope,2
601,serve,2
602,couple,2
603,special,2
604,k,2
605,standing,2
606,lady,2
607,feel,2
608,quantity,2
609,cheap,2
610,overpriced,2
611,completely,2
612,option,2
613,lack,2
614,occasional,2
615,comes,2
616,grill,2
617,should,2
618,places,2
619,rudenessi,2
620,smile,2
621,crappy,2
622,orders,2
623,instead,2
624,10,2
625,daughter,2
626,I,2
627,every,2
628,bar,2
629,taking,2
630,bother,2
631,poor,2
632,seems,2
633,item,2
634,kept,2
635,care,2
636,possible,2
637,due,2
638,quite,2
639,mine,2
640,grocery,2
641,afternoon,2
642,stated,2
643,issue,2
644,spending,2
645,schlafly,2
646,point,2
647,fill,2
648,stores,2
649,burger,2
650,mahi,2
651,pie,2
652,scoop,2
653,starbucks,2
654,these,2
655,pizzas,2
656,shrimp,2
657,glass,2
658,refuses,2
659,boyfriend,2
660,refills,2
661,balls,2
662,mouth,2
663,excited,2
664,quickly,2
665,already,2
666,filthy,2
667,several,2
668,late,1
669,giant,1
670,fine,1
671,bummer,1
672,including,1
673,style,1
674,gumbo,1
675,especially,1
676,muffin,1
677,muff,1
678,whole,1
679,thanks,1
680,servers,1
681,feet,1
682,road,1
683,talk,1
684,browse,1
685,unfortunate,1
686,hype,1
687,yuckcold,1
688,munchies,1
689,others,1
690,sort,1
691,oven,1
692,bakery,1
693,actual,1
694,detectable,1
695,top,1
696,placei,1
697,clean,1
698,inspected,1
699,truck,1
700,clearly,1
701,inhis,1
702,ick,1
703,sums,1
704,saint,1
705,insulting,1
706,questions,1
707,inconvenience,1
708,trip,1
709,weird,1
710,backto,1
711,reviewthis,1
712,conversation,1
713,iced,1
714,spent,1
715,amount,1
716,mochas,1
717,regarding,1
718,process,1
719,smelled,1
720,trash,1
721,stuff,1
722,basically,1
723,hubby,1
724,eager,1
725,rushed,1
726,message,1
727,sucks,1
728,parking,1
729,decision,1
730,repeat,1
731,againthis,1
732,world,1
733,hotel,1
734,touching,1
735,define,1
736,mediterranean,1
737,moving,1
738,empire,1
739,seasoned,1
740,covered,1
741,together,1
742,short,1
743,soft,1
744,cornbread,1
745,mushy,1
746,overly,1
747,brisk,1
748,barbecue,1
749,judge,1
750,tournament,1
751,kind,1
752,tasting,1
753,room,1
754,chances,1
755,constantly,1
756,stealing,1
757,cash,1
758,throughs,1
759,sympathetic,1
760,channelling,1
761,offer,1
762,possibly,1
763,floors,1
764,building,1
765,located,1
766,identified,1
767,mother,1
768,four,1
769,children,1
770,worked,1
771,islamophobes,1
772,gun,1
773,sold,1
774,smashed,1
775,tough,1
776,nuggets,1
777,impossible,1
778,bill,1
779,soup,1
780,takes,1
781,create,1
782,informed,1
783,refunds,1
784,exchanges,1
785,decide,1
786,notified,1
787,indeed,1
788,eaten,1
789,nashville,1
790,brought,1
791,shouldnt,1
792,assume,1
793,cooks,1
794,ingredients,1
795,fairly,1
796,reasonable,1
797,interested,1
798,pressure,1
799,sales,1
800,%,1
801,dried,1
802,kp,1
803,dense,1
804,brown,1
805,whim,1
806,weekend,1
807,interesting,1
808,suggested,1
809,fry,1
810,tased,1
811,blame,1
812,different,1
813,problems,1
814,pastry,1
815,burnt,1
816,ordering,1
817,frustrating,1
818,n't,1
819,belong,1
820,comments,1
821,exactly,1
822,hug,1
823,complete,1
824,utter,1
825,garbage,1
826,4,1
827,thruwe,1
828,claim,1
829,foods,1
830,peanut,1
831,butter,1
832,jelly,1
833,confusing,1
834,severely,1
835,understaffed,1
836,awesome,1
837,legit,1
838,beans,1
839,might,1
840,burritos,1
841,cheese,1
842,salsa,1
843,effort,1
844,product,1
845,careful,1
846,carry,1
847,fun,1
848,gross,1
849,unprofessional,1
850,lose,1
851,unbuckled,1
852,knew,1
853,shelf,1
854,calls,1
855,stepped,1
856,movies,1
857,bridge,1
858,convenience,1
859,incredible,1
860,dishwashers,1
861,pass,1
862,75,1
863,doeleye,1
864,forever,1
865,daily,1
866,middle,1
867,dumplings,1
868,wife,1
869,window,1
870,cars,1
871,thank,1
872,giving,1
873,lacking,1
874,atmosphere,1
875,shame,1
876,casuals,1
877,happened,1
878,story,1
879,youor,1
880,user,1
881,advise,1
882,previous,1
883,reading,1
884,youthis,1
885,directed,1
886,ran,1
887,across,1
888,video,1
889,confused,1
890,sidewalk,1
891,real,1
892,forgo,1
893,favor,1
894,anywhere,1
895,pickup,1
896,head,1
897,demand,1
898,40,1
899,min,1
900,polite,1
901,pack,1
902,korean,1
903,12,1
904,men,1
905,telling,1
906,once,1
907,hostess,1
908,uncomfortable,1
909,gets,1
910,coupon,1
911,disaster,1
912,pork,1
913,patty,1
914,handle,1
915,bur,1
916,failed,1
917,craving,1
918,step,1
919,attempts,1
920,salted,1
921,definitely,1
922,4th,1
923,amnt,1
924,listing,1
925,choices,1
926,sounds,1
927,skip,1
928,throw,1
929,itself,1
930,corned,1
931,guys,1
932,paying,1
933,situation,1
934,meeting,1
935,write,1
936,irishville,1
937,imagined,1
938,strange,1
939,odor,1
940,smell,1
941,cardboard,1
942,hanging,1
943,helped,1
944,texture,1
945,pull,1
946,future,1
947,fastfood,1
948,experiencethis,1
949,scotland,1
950,1730,1
951,weekday,1
952,direction,1
953,sent,1
954,acknowledge,1
955,unacceptable,1
956,type,1
957,representative,1
958,answered,1
959,happens,1
960,stock,1
961,feeling,1
962,probably,1
963,alot,1
964,impatient,1
965,boy,1
966,stranger,1
967,il,1
968,lost,1
969,pulled,1
970,saturday,1
971,small,1
972,mushroom,1
973,pita,1
974,bread,1
975,approximately,1
976,board,1
977,charging,1
978,visiting,1
979,owns,1
980,operates,1
981,chain,1
982,running,1
983,28,1
984,cheesesteaks,1
985,online,1
986,heard,1
987,encountered,1
988,tastes,1
989,1am,1
990,havent,1
991,nasty,1
992,expensive,1
993,remember,1
994,beers,1
995,unwanted,1
996,students,1
997,seriously,1
998,toothr,1
999,shit,1
1000,though,1
1001,plenty,1
1002,bars,1
1003,fast,1
1004,unappetizing,1
1005,salt,1
1006,steaks,1
1007,missed,1
1008,buns,1
1009,exception,1
1010,recommended,1
1011,ambience,1
1012,forgotten,1
1013,asking,1
1014,child,1
1015,ihave,1
1016,cost,1
1017,tip,1
1018,opened,1
1019,months,1
1020,sat,1
1021,comment,1
1022,photo,1
1023,difficult,1
1024,catering,1
1025,shifts,1
1026,highly,1
1027,seeing,1
1028,specials,1
1029,vanilla,1
1030,setting,1
1031,general,1
1032,public,1
1033,schedule,1
1034,ill,1
1035,inclination,1
1036,menui,1
1037,moneyyelp,1
1038,tasty,1
1039,foodyelp,1
1040,goodyelp,1
1041,known,1
1042,backyelp,1
1043,peopleyelp,1
1044,excellent,1
1045,away,1
1046,againyelp,1
1047,establishmentyelp,1
1048,although,1
1049,forward,1
1050,actually,1
1051,shoti,1
1052,isi,1
1053,nothazing,1
1054,malli,1
1055,canned,1
1056,goods,1
1057,accommodating,1
1058,mistake,1
1059,hit,1
1060,water,1
1061,removed,1
1062,Had,1
1063,minute,1
1064,arrived,1
1065,confirmatory,1
1066,confirm,1
1067,bathrooms,1
1068,happen,1
1069,routine,1
1070,basis,1
1071,pieces,1
1072,ilk,1
1073,love,1
1074,array,1
1075,dill,1
1076,appreciate,1
1077,patience,1
1078,snobby,1
1079,retiring,1
1080,replace,1
1081,imagine,1
1082,starting,1
1083,locations,1
1084,anyonei,1
1085,hair,1
1086,free,1
1087,lives,1
1088,accept,1
1089,responder,1
1090,salmon,1
1091,front,1
1092,signage,1
1093,signagei,1
1094,chikfila,1
1095,life,1
1096,local,1
1097,safe,1
1098,coldest,1
1099,weather,1
1100,american,1
1101,foodies,1
1102,bring,1
1103,dozen,1
1104,own,1
1105,classic,1
1106,crumbled,1
1107,forget,1
1108,court,1
1109,wow,1
1110,ownership,1
1111,none,1
1112,pastries,1
1113,sweetness,1
1114,sugar,1
1115,whatsoever,1
1116,ambiance,1
1117,blandest,1
1118,___,1
1119,nor,1
1120,freebie,1
1121,often,1
1122,cool,1
1123,sund,1
1124,proper,1
1125,purchased,1
1126,maverick,1
1127,premade,1
1128,steak,1
1129,lettuce,1
1130,tomatoes,1
1131,wonderful,1
1132,sunday,1
1133,45,1
1134,priced,1
1135,moneystheres,1
1136,",",1
1137,supportthis,1
1138,waitresses,1
1139,intendedfor,1
1140,lunch,1
1141,week,1
1142,25,1
1143,mins,1
1144,loaded,1
1145,pop,1
1146,winco,1
1147,purchase,1
1148,20,1
1149,heart,1
1150,opinion,1
1151,happening,1
1152,near,1
1153,writing,1
1154,earlier,1
1155,samples,1
1156,realized,1
1157,stocked,1
1158,register,1
1159,soda,1
1160,spoke,1
1161,matter,1
1162,theyre,1
1163,filled,1
1164,ripped,1
1165,bottom,1
1166,sucked,1
1167,rid,1
1168,ball,1
1169,sooni,1
1170,star,1
1171,fingers,1
1172,againmy,1
1173,complicated,1
1174,finished,1
1175,crab,1
1176,downi,1
1177,veggies,1
1178,ones,1
1179,dancing,1
1180,school,1
1181,music,1
1182,walk,1
1183,packet,1
1184,answer,1
1185,question,1
1186,amber,1
1187,chinese,1
1188,expecting,1
1189,chunks,1
1190,reworked,1
1191,updated,1
1192,moonshine,1
1193,youll,1
1194,contacted,1
1195,further,1
1196,confusion,1
1197,ten,1
1198,icago,1
1199,creamed,1
1200,onion,1
1201,garlic,1
1202,recommendedhonestly,1
1203,disappointmentonestly,1
1204,restroom,1
1205,goodenough,1
1206,ratingok,1
1207,favorites,1
1208,enjoyable,1
1209,bite,1
1210,mexican,1
1211,absolute,1
1212,herei,1
1213,backi,1
1214,loyal,1
1215,menus,1
1216,turkey,1
1217,buyer,1
1218,salami,1
1219,twice,1
1220,dark,1
