,word,frequency
789,slipped,1
790,result,1
791,energy,1
792,sketchy,1
793,unprofessional,1
794,attentive,1
795,oregon,1
796,fruit,1
797,vegetables,1
798,unusually,1
799,sour,1
800,unremarkable,1
801,smooth,1
802,batter,1
803,inspire,1
804,outlets,1
805,steak,1
806,delivery,1
807,caused,1
808,run,1
809,helped,1
810,casserole,1
811,fried,1
812,pineapple,1
813,marinara,1
814,shredded,1
815,coconut,1
816,embarrassed,1
817,fiance,1
818,display,1
819,name,1
820,app,1
821,tray,1
822,ended,1
823,destination,1
824,paid,1
825,attention,1
826,communicate,1
827,establishment,1
828,activities,1
829,apologize,1
830,inconvenience,1
831,neither,1
832,somewhere,1
833,drunk,1
834,intricacies,1
835,without,1
836,charged,1
837,generous,1
838,giving,1
839,us,1
840,accept,1
841,visiting,1
842,soon,1
843,become,1
844,steaks,1
845,plates,1
846,sudden,1
847,tables,1
848,benches,1
849,pizzas,1
850,skipped,1
851,recti,1
852,mexican,1
853,cashier,1
854,greek,1
855,spices,1
856,disheveled,1
857,exception,1
858,storm,1
859,temporarily,1
860,yesterday,1
861,thin,1
862,spicy,1
863,toasty,1
864,thai,1
865,hamburger,1
866,pita,1
867,theesthetic,1
868,tony,1
869,cajun,1
870,guy,1
871,however,1
872,crust,1
873,dip,1
874,saying,1
875,goes,1
876,recommended,1
877,meats,1
878,note,1
879,located,1
880,road,1
881,grocery,1
882,fit,1
883,steamy,1
884,scrumptious,1
885,green,1
886,santa,1
887,offensive,1
888,safe,1
889,tonight,1
890,discovered,1
891,12th,1
892,train,1
893,station,1
894,caravantive,1
895,fatty,1
896,staying,1
897,bottle,1
898,pub,1
899,charcuterie,1
900,bell,1
901,pepper,1
902,veggies,1
903,Fresno,1
904,strong,1
905,focus,1
906,constantly,1
907,impression,1
908,event,1
909,glad,1
910,nacho,1
911,boule,1
912,masoch,1
913,valley,1
914,each,1
915,movies,1
916,particularly,1
917,count,1
918,awkward,1
919,basic,1
920,donuts,1
921,strange,1
922,names,1
923,toss,1
924,trash,1
925,iced,1
926,lets,1
927,ridiculous,1
928,terrific,1
929,trendy,1
930,joint,1
931,soso,1
932,tres,1
933,sos,1
934,dani,1
935,mentioned,1
936,forever,1
937,gyros,1
938,pastime,1
939,gyro,1
940,country,1
941,US,1
942,1,1
943,neighborhood,1
944,offered,1
945,tastings,1
946,experienceim,1
947,stick,1
948,flagship,1
949,therefor,1
950,rosary,1
951,cheesecloth,1
952,sugar,1
953,omg,1
954,1997,1
955,pleased,1
956,started,1
957,notion,1
958,watered,1
959,onions,1
960,las,1
961,cazuelas,1
962,working,1
963,staffit,1
964,disclaimer,1
965,foodie,1
966,features,1
967,break,1
968,fourth,1
969,receive,1
970,weeks,1
971,chef,1
972,ours,1
973,stale,1
974,juicy,1
975,match,1
976,flaked,1
977,deserved,1
978,real,1
979,sauces,1
980,breaded,1
981,accommodating,1
982,guessing,1
983,anyway,1
984,pains,1
985,itself,1
986,awful,1
987,compare,1
988,versions,1
989,system,1
990,takes,1
991,pain,1
992,butt,1
993,bothered,1
994,cute,1
995,buy,1
996,deluded,1
997,carelessness,1
998,between,1
999,quicker,1
1000,short,1
1001,macaroni,1
1002,lacking,1
1003,flavor,1
1004,major,1
1005,tempura,1
1006,absolutely,1
1007,etc,1
1008,bunch,1
1009,kids,1
1010,25th,1
1011,tell,1
1012,flavorful,1
1013,belly,1
1014,bean,1
1015,sprouts,1
1016,residue,1
1017,street,1
1018,bathroom,1
1019,covered,1
1020,dust,1
1021,movie,1
1022,list,1
1023,within,1
1024,guys,1
1025,bus,1
1026,meals,1
1027,seems,1
1028,blt,1
1029,bite,1
1030,muffin,1
1031,rid,1
1032,d,1
1033,anymore,1
1034,sbq,1
1035,mary,1
1036,browns,1
1037,tries,1
1038,african,1
1039,cuisine,1
1040,phenomenal,1
1041,locals,1
1042,dead,1
1043,attempted,1
1044,difficult,1
1045,smoked,1
1046,fish,1
1047,entree,1
1048,flavored,1
1049,filling,1
1050,complete,1
1051,elderly,1
1052,hungry,1
1053,folks,1
1054,guests,1
1055,amuses,1
1056,eating,1
1057,icecold,1
1058,cones,1
1059,loud,1
1060,yummy,1
1061,refused,1
1062,mistiness,1
1063,cleaned,1
1064,uninteresting,1
1065,dude,1
1066,trusted,1
1067,mind,1
1068,gin,1
1069,tonic,1
1070,l,1
1071,custom,1
1072,textures,1
1073,goodness,1
1074,sized,1
1075,hire,1
1076,artist,1
1077,creative,1
1078,approach,1
1079,annoyed,1
1080,house,1
1081,four,1
1082,taken,1
1083,seriously,1
1084,poorer,1
1085,taking,1
1086,check,1
1087,lower,1
1088,starving,1
1089,lady,1
1090,view,1
1091,own,1
1092,share,1
1093,finds,1
1094,suggest,1
1095,finding,1
1096,cuisines,1
1097,until,1
1098,weekend,1
1099,inviting,1
1100,chose,1
1101,doorman,1
1102,reservation,1
1103,online,1
1104,dick,1
1105,jerk,1
1106,under,1
1107,rain,1
1108,concept,1
1109,continue,1
1110,offer,1
1111,community,1
1112,'s,1
1113,attitude,1
1114,type,1
1115,chip,1
1116,cookies,1
1117,cheetos,1
1118,featured,1
1119,sites,1
1120,indeed,1
1121,opened,1
1122,doors,1
1123,public,1
1124,compelled,1
1125,website,1
1126,mediocre,1
1127,awhile,1
1128,evening,1
1129,appetizer,1
1130,rated,1
1131,despite,1
1132,hype,1
1133,seem,1
1134,reasonably,1
1135,decor,1
1136,background,1
1137,entertaining,1
1138,garlic,1
1139,into,1
1140,owner,1
1141,send,1
1142,agreed,1
1143,leaves,1
1144,case,1
1145,purchase,1
1146,product,1
1147,turned,1
1148,request,1
1149,doctor,1
1150,pharmacy,1
1151,gave,1
1152,red,1
1153,flag,1
1154,overcooked,1
1155,broth,1
1156,start,1
1157,hostess,1
1158,dessert,1
1159,corned,1
1160,glass,1
1161,cuts,1
1162,enchilada,1
1163,salads,1
1164,izumi,1
1165,employee,1
1166,flourishes,1
1167,look,1
1168,mushy,1
1169,syrup,1
1170,wiped,1
1171,flour,1
1172,business,1
1173,againthis,1
1174,ashamed,1
1175,themselves,1
1176,unable,1
1177,napkin,1
1178,incredibly,1
1179,thrilled,1
1180,backi,1
1181,hear,1
1182,nor,1
1183,forgotten,1
1184,groceries,1
1185,scramble,1
1186,november,1
1187,tasteless,1
1188,uncomfortable,1
1189,wo,1
1190,mishap,1
1191,honest,1
1192,justify,1
1193,cost,1
1194,cheap,1
1195,visited,1
1196,whim,1
1197,checker,1
1198,asking,1
1199,sleeping,1
1200,apologetic,1
1201,express,1
1202,feelings,1
1203,leave,1
1204,moment,1
1205,liking,1
1206,experienced,1
1207,slice,1
1208,lemon,1
1209,greatest,1
1210,gentle,1
1211,help,1
1212,everyone,1
1213,otherwise,1
1214,par,1
1215,choiceie,1
1216,rudely,1
1217,``,1
1218,billingsgate,1
1219,hit,1
1220,closed,1
1221,ambiance,1
1222,id,1
1223,rating,1
1224,full,1
1225,wall,1
1226,yearning,1
1227,leaving,1
1228,casino,1
1229,news,1
1230,ungodly,1
1231,done,1
1232,certainly,1
1233,amazing,1
1234,outstanding,1
1235,baylurk,1
1236,curious,1
1237,recipe,1
1238,lover,1
1239,pleasant,1
1240,efficient,1
1241,birthday,1
1242,rushed,1
1243,prompt,1
1244,ideal,1
1245,tastes,1
1246,likes,1
1247,gluten,1
1248,forward,1
1249,pet,1
1250,such,1
1251,entire,1
1252,wow,1
