,word,frequency
740,bagel,2
741,understaffed,2
742,hopefully,2
743,centre,2
744,slightly,2
745,delights,2
746,pastries,2
747,thin,2
748,glazed,2
749,pf,2
750,changs,2
751,pleased,2
752,talkin,2
753,front,2
754,pizzaville,2
755,anyone,2
756,changing,2
757,vegetable,2
758,fryer,2
759,reasonable,2
760,window,2
761,thankfully,2
762,rich,2
763,waiting,2
764,amount,2
765,potato,2
766,coconut,2
767,considering,2
768,heat,2
769,change,2
770,stuck,2
771,parm,2
772,alfredo,2
773,miss,2
774,deck,2
775,sampled,2
776,tarpon,2
777,springs,2
778,kick,2
779,bunch,2
780,soso,2
781,surely,2
782,pepper,2
783,puff,2
784,pepperoni,2
785,standing,2
786,ill,2
787,speakeasy,2
788,froyo,2
789,kept,2
790,tour,1
791,upcoming,1
792,patiorooftop,1
793,esp,1
794,gruyere,1
795,elsepepper,1
796,jelly,1
797,cocktails,1
798,wines,1
799,naked,1
800,tchopstix,1
801,closer,1
802,geared,1
803,deliver,1
804,daughter,1
805,piece,1
806,proteins,1
807,guess,1
808,shout,1
809,particularly,1
810,limiting,1
811,maui,1
812,consistently,1
813,bowls,1
814,comment,1
815,mcdonalds,1
816,slower,1
817,called,1
818,express,1
819,strawberry,1
820,rotd,1
821,ceces,1
822,realized,1
823,reviewed,1
824,source,1
825,anyway,1
826,product,1
827,notsohealthy,1
828,arent,1
829,paying,1
830,attention,1
831,nowhere,1
832,remind,1
833,deals,1
834,less,1
835,atmospheredecor,1
836,fishing,1
837,lodge,1
838,someplace,1
839,outback,1
840,bonefish,1
841,meals,1
842,calamari,1
843,sight,1
844,pace,1
845,savor,1
846,dog,1
847,vegan,1
848,pumpkin,1
849,seasonal,1
850,pumpkins,1
851,smoothie,1
852,center,1
853,face,1
854,lift,1
855,seats,1
856,refreshed,1
857,importantly,1
858,varied,1
859,appeal,1
860,significantly,1
861,spiked,1
862,lemonade,1
863,smoothies,1
864,funnel,1
865,cotton,1
866,venue,1
867,swanky,1
868,notch,1
869,tummys,1
870,icky,1
871,count,1
872,chipotles,1
873,stake,1
874,peaceful,1
875,calm,1
876,chinatown,1
877,exactly,1
878,replacing,1
879,helping,1
880,takeout,1
881,picked,1
882,noodles,1
883,mouthburning,1
884,earthy,1
885,sitdown,1
886,karaoke,1
887,rooms,1
888,zurich,1
889,golf,1
890,tournament,1
891,tastier,1
892,lucked,1
893,comfy,1
894,unusual,1
895,monster,1
896,hit,1
897,bc,1
898,creole,1
899,creamery,1
900,checking,1
901,espresso,1
902,americano,1
903,vibes,1
904,mellow,1
905,power,1
906,unlimited,1
907,wifi,1
908,bathrooms,1
909,germantown,1
910,craving,1
911,array,1
912,memory,1
913,display,1
914,goodies,1
915,clear,1
916,filled,1
917,yumminess,1
918,labeled,1
919,scrapple,1
920,intrigued,1
921,cakes,1
922,icings,1
923,bake,1
924,frosting,1
925,ended,1
926,mm,1
927,fave,1
928,sat,1
929,bites,1
930,goodness,1
931,candies,1
932,texture,1
933,moist,1
934,underrated,1
935,alert,1
936,pags,1
937,stroll,1
938,doylestown,1
939,appealing,1
940,cheeseburger,1
941,legitimately,1
942,cheeseburgers,1
943,patty,1
944,overshadow,1
945,son,1
946,accommodating,1
947,mood,1
948,convenience,1
949,setting,1
950,press,1
951,prepared,1
952,dock,1
953,overlooking,1
954,ocean,1
955,popular,1
956,maggie,1
957,maes,1
958,tastewise,1
959,brewery,1
960,knowledgable,1
961,thank,1
962,diner,1
963,taylor,1
964,stack,1
965,simply,1
966,nervous,1
967,kaiser,1
968,cheap,1
969,layered,1
970,sauteed,1
971,slices,1
972,biggest,1
973,appreciated,1
974,pile,1
975,precooked,1
976,fluffy,1
977,gripe,1
978,use,1
979,smuckers,1
980,prepackaged,1
981,realize,1
982,probably,1
983,maple,1
984,subpar,1
985,refills,1
986,constant,1
987,fail,1
988,bonus,1
989,points,1
990,agreeing,1
991,judge,1
992,breakfasts,1
993,live,1
994,jersey,1
995,peanut,1
996,butter,1
997,oreo,1
998,eager,1
999,3am,1
1000,smartest,1
1001,america,1
1002,pay,1
1003,50,1
1004,look,1
1005,eastern,1
1006,petra,1
1007,near,1
1008,family,1
1009,saturday,1
1010,test,1
1011,indian,1
1012,discouraged,1
1013,hungry,1
1014,browsed,1
1015,spare,1
1016,stocked,1
1017,isles,1
1018,flowers,1
1019,usual,1
1020,groceries,1
1021,locally,1
1022,kettle,1
1023,taco,1
1024,works,1
1025,slo,1
1026,semiunusual,1
1027,stores,1
1028,grabbed,1
1029,diet,1
1030,coke,1
1031,checkout,1
1032,convenient,1
1033,thanks,1
1034,albertsons,1
1035,graffiti,1
1036,walls,1
1037,pita,1
1038,prep,1
1039,trick,1
1040,learned,1
1041,waitlist,1
1042,arrive,1
1043,within,1
1044,brunch,1
1045,team,1
1046,outoftown,1
1047,guests,1
1048,chicago,1
1049,incredible,1
1050,boozy,1
1051,shakes,1
1052,horchata,1
1053,dreams,1
1054,centrally,1
1055,wash,1
1056,downtown,1
1057,attractions,1
1058,ground,1
1059,heart,1
1060,desires,1
1061,patties,1
1062,bison,1
1063,turkey,1
1064,waiters,1
1065,x,1
1066,jerk,1
1067,theyll,1
1068,opinion,1
1069,aspect,1
1070,baileys,1
1071,range,1
1072,showdown,1
1073,technical,1
1074,term,1
1075,weeks,1
1076,featured,1
1077,goes,1
1078,recipe,1
1079,callout,1
1080,55,1
1081,instances,1
1082,visits,1
1083,alarming,1
1084,requested,1
1085,medium,1
1086,mediumrare,1
1087,turned,1
1088,bananas,1
1089,foster,1
1090,pear,1
1091,champagne,1
1092,fig,1
1093,subtly,1
1094,gradually,1
1095,happiness,1
1096,wild,1
1097,oats,1
1098,perhaps,1
1099,imagining,1
1100,swear,1
1101,gotten,1
1102,merger,1
1103,chains,1
1104,produce,1
1105,personal,1
1106,care,1
1107,natural,1
1108,cosmetics,1
1109,handmade,1
1110,soaps,1
1111,brings,1
1112,cooler,1
1113,beats,1
1114,hitting,1
1115,foods,1
1116,postyoga,1
1117,sampler,1
1118,carrot,1
1119,ginger,1
1120,pea,1
1121,chowder,1
1122,soups,1
1123,bets,1
1124,curried,1
1125,delimade,1
1126,togo,1
1127,boxes,1
1128,lavender,1
1129,soda,1
1130,kinda,1
1131,hendricks,1
1132,stlouis,1
1133,meatssaucesand,1
1134,barbecue,1
1135,placesonion,1
1136,finely,1
1137,takes,1
1138,awhile,1
1139,mealbut,1
1140,el,1
1141,mariachi,1
1142,reviewers,1
1143,rooster,1
1144,ticket,1
1145,cost,1
1146,1300,1
1147,drumroll,1
1148,100,1
1149,100th,1
1150,guilty,1
1151,pleasure,1
1152,allow,1
1153,crave,1
1154,everyday,1
1155,baristas,1
1156,welcoming,1
1157,correctly,1
1158,quickly,1
1159,occasionally,1
1160,doesnt,1
1161,summer,1
1162,thirst,1
1163,quencher,1
1164,cranberryorange,1
1165,scone,1
1166,sitting,1
1167,ridiculously,1
1168,quicker,1
1169,partner,1
1170,platter,1
1171,help,1
1172,decisions,1
1173,wont,1
1174,advantage,1
1175,pancake,1
1176,pantry,1
1177,institution,1
1178,country,1
1179,stand,1
1180,conversation,1
1181,driving,1
1182,yelping,1
1183,hesitant,1
1184,blindly,1
1185,across,1
1186,crabby,1
1187,bills,1
1188,bucket,1
1189,steamed,1
1190,necessarily,1
1191,shared,1
1192,berns,1
1193,reservation,1
1194,hands,1
1195,tasting,1
1196,deliciousvery,1
1197,cilantro,1
1198,oily,1
1199,note,1
1200,included,1
1201,bought,1
1202,separately,1
1203,partthe,1
1204,chunky,1
1205,hardy,1
1206,withstand,1
1207,duty,1
1208,opted,1
1209,vessel,1
1210,along,1
1211,admittedly,1
1212,tolerance,1
1213,spices,1
1214,higher,1
1215,persons,1
1216,meat,1
1217,flavorless,1
1218,shot,1
1219,concept,1
1220,caf,1
1221,types,1
1222,coffees,1
1223,apps,1
1224,tap,1
1225,darn,1
1226,hang,1
1227,ol,1
1228,college,1
1229,legged,1
1230,welcome,1
1231,jungle,1
1232,prada,1
1233,tavern,1
1234,bartender,1
1235,recommendation,1
1236,leary,1
1237,justice,1
1238,alas,1
1239,thoroughly,1
1240,del,1
1241,mar,1
1242,bisque,1
1243,roasted,1
1244,recomended,1
1245,obviously,1
1246,drank,1
1247,sister,1
1248,fanatic,1
1249,chance,1
1250,organic,1
1251,rotating,1
1252,hubbys,1
1253,mania,1
1254,worry,1
1255,orlando,1
1256,casinos,1
1257,exception,1
1258,rock,1
1259,luck,1
1260,tiffanys,1
1261,slot,1
1262,machine,1
1263,movie,1
1264,stayed,1
1265,grinds,1
1266,boost,1
1267,afternoon,1
1268,handful,1
1269,scattered,1
1270,laptops,1
1271,hunk,1
1272,gluten,1
1273,butt,1
1274,paid,1
1275,credit,1
1276,touchscreen,1
1277,register,1
1278,lets,1
1279,rare,1
1280,mixing,1
1281,station,1
1282,leaving,1
1283,gf,1
1284,offering,1
1285,young,1
1286,bummer,1
1287,smooth,1
1288,lived,1
1289,hipstery,1
1290,delightful,1
1291,drove,1
1292,tahoe,1
1293,90,1
1294,round,1
1295,basil,1
1296,boba,1
1297,naysayer,1
1298,taiwanese,1
1299,smokey,1
1300,minus,1
1301,non,1
1302,smoker,1
1303,allergies,1
1304,varies,1
1305,beverages,1
1306,sorts,1
1307,nominal,1
1308,fee,1
1309,entertainment,1
1310,various,1
1311,atm,1
1312,scared,1
1313,control,1
1314,gambling,1
1315,gamble,1
1316,lose,1
1317,observer,1
1318,preppy,1
1319,doc,1
1320,omelets,1
1321,fluctuate,1
1322,difference,1
1323,bits,1
1324,tooth,1
1325,toasts,1
1326,substituted,1
1327,results,1
1328,mimosas,1
1329,online,1
1330,driver,1
1331,spread,1
1332,mozzarella,1
1333,sticks,1
1334,expectingthey,1
1335,breaded,1
1336,deep,1
1337,undercooked,1
1338,honey,1
1339,apple,1
1340,compare,1
1341,rude,1
1342,futuristicweird,1
1343,throw,1
1344,splash,1
1345,customer,1
1346,regardless,1
1347,helps,1
1348,parents,1
1349,request,1
1350,oana,1
1351,answers,1
1352,questions,1
1353,knows,1
1354,quoted,1
1355,spin,1
1356,eggplantpepper,1
1357,topping,1
1358,typically,1
1359,caesar,1
1360,shaved,1
1361,parmesan,1
1362,pappardelle,1
1363,porcini,1
1364,pasta,1
1365,sundried,1
1366,tomatoes,1
1367,light,1
1368,media,1
1369,preferred,1
1370,enzos,1
1371,meatball,1
1372,sub,1
1373,knots,1
1374,meatballs,1
1375,pizzas,1
1376,beautifully,1
1377,ending,1
1378,nola,1
1379,delicous,1
1380,nearby,1
1381,cochon,1
1382,follow,1
1383,confections,1
1384,magazine,1
1385,corner,1
1386,gallery,1
1387,julia,1
1388,truffles,1
1389,raspberry,1
1390,creme,1
1391,brulee,1
1392,orange,1
1393,rasberry,1
1394,fav,1
1395,dark,1
1396,cloyingly,1
1397,chaser,1
1398,burnt,1
1399,smoky,1
1400,acidic,1
1401,sugar,1
1402,6girl,1
1403,troop,1
1404,labelling,1
1405,gracious,1
1406,jimmy,1
1407,johns,1
1408,available,1
1409,donut,1
1410,stood,1
1411,croissant,1
1412,550,1
1413,green,1
1414,biscuit,1
1415,tri,1
1416,salami,1
1417,pesto,1
1418,sammy,1
1419,fool,1
1420,youthis,1
1421,cuter,1
1422,nicer,1
1423,reasonably,1
1424,duck,1
1425,overdoes,1
1426,safe,1
1427,protein,1
1428,winner,1
1429,byo,1
1430,glasses,1
1431,bottle,1
1432,peoplegreat,1
1433,bottles,1
1434,plates,1
1435,selections,1
1436,foodie,1
1437,smelled,1
1438,raved,1
1439,job,1
1440,decorating,1
1441,holidays,1
1442,enclosed,1
1443,adjacent,1
1444,romantic,1
1445,winter,1
1446,evenings,1
1447,philadelphia,1
1448,nevertheless,1
1449,hamilton,1
1450,mine,1
1451,fiancs,1
1452,blown,1
1453,efficient,1
1454,enthusiasm,1
1455,ready,1
1456,write,1
1457,oldschool,1
1458,games,1
1459,children,1
1460,adventurous,1
1461,mixed,1
1462,bag,1
1463,gooey,1
1464,mess,1
1465,hearty,1
1466,stability,1
1467,scotch,1
1468,salty,1
1469,desserts,1
1470,frangipane,1
1471,ploughmans,1
1472,step,1
1473,zone,1
1474,dragonberry,1
1475,obnoxiously,1
1476,cocktailly,1
1477,lemongrass,1
1478,grass,1
1479,dipping,1
1480,crowd,1
1481,storegetting,1
1482,agree,1
1483,reviewer,1
1484,state,1
1485,basketsick,1
1486,aisles,1
1487,end,1
1488,prob,1
1489,happened,1
1490,noticed,1
1491,products,1
1492,mr,1
1493,wizards,1
1494,healthier,1
1495,custard,1
1496,preselect,1
1497,sucks,1
1498,car,1
1499,cocktail,1
1500,steamers,1
1501,experiences,1
1502,wife,1
1503,goat,1
1504,omlette,1
1505,solid,1
1506,bloody,1
1507,mary,1
1508,ecclectic,1
1509,buddy,1
1510,trendy,1
1511,tampa,1
1512,presentation,1
1513,lattes,1
1514,cappuccinos,1
1515,design,1
1516,york,1
1517,uncomfortable,1
1518,socialize,1
1519,walking,1
1520,church,1
1521,everyone,1
1522,spoke,1
1523,guest,1
1524,madame,1
1525,otherwise,1
1526,book,1
1527,oldfashioned,1
1528,johnny,1
1529,rockets,1
1530,promo,1
1531,barbecued,1
1532,endless,1
1533,camper,1
1534,recently,1
1535,moved,1
1536,dancing,1
1537,anymore,1
1538,heres,1
1539,roomy,1
1540,accommodate,1
1541,midsized,1
1542,groups,1
1543,office,1
1544,awake,1
1545,fizz,1
1546,broadened,1
1547,horizons,1
1548,aka,1
1549,taro,1
1550,rocked,1
1551,socks,1
1552,mini,1
1553,anxiety,1
1554,attack,1
1555,sip,1
1556,cup,1
1557,mouth,1
1558,result,1
1559,spent,1
1560,wondering,1
1561,straw,1
1562,suspense,1
1563,troubles,1
1564,justnot,1
1565,distracting,1
1566,easily,1
1567,avoided,1
1568,headphones,1
1569,musical,1
1570,roast,1
1571,15,1
1572,kitchen,1
1573,nonexistent,1
1574,castrillos,1
1575,mostdelicious,1
1576,423,1
1577,site,1
1578,crowds,1
1579,charcuterie,1
1580,overwhelming,1
1581,meats,1
1582,guidance,1
1583,browse,1
1584,mossimo,1
1585,bubbly,1
1586,share,1
1587,14,1
1588,steal,1
1589,horns,1
1590,pricy,1
1591,creamy,1
1592,flakey,1
1593,impossible,1
1594,indulge,1
1595,suggest,1
1596,enjoying,1
1597,freshly,1
1598,beverage,1
1599,plain,1
1600,indy,1
1601,dive,1
1602,vietnamese,1
1603,cuisine,1
1604,thai,1
1605,jalapenos,1
1606,charge,1
1607,pickled,1
1608,seeds,1
1609,spicier,1
1610,baguette,1
1611,tortas,1
1612,dnd,1
1613,goods,1
1614,foodtype,1
1615,loud,1
1616,set,1
1617,absolutely,1
1618,compared,1
1619,combocatfish,1
1620,pounds,1
1621,damn,1
1622,due,1
1623,sign,1
1624,monsat,1
1625,4pm7pm,1
1626,margaritaand,1
1627,standards,1
1628,margs,1
1629,pete,1
1630,orders,1
1631,gourmet,1
1632,servings,1
1633,artison,1
1634,subway,1
1635,cook,1
1636,seasoned,1
1637,dips,1
1638,daily,1
1639,600,1
1640,kiwi,1
1641,6,1
1642,drawback,1
1643,problem,1
1644,personally,1
1645,staying,1
1646,hear,1
1647,delivering,1
1648,issue,1
1649,desperate,1
1650,picturing,1
1651,jt,1
1652,tossed,1
1653,ends,1
1654,tangy,1
1655,case,1
1656,strips,1
1657,buttery,1
1658,garlicy,1
1659,ashamed,1
1660,nearly,1
1661,entire,1
1662,employees,1
1663,buffet,1
1664,despite,1
1665,spinoff,1
1666,rouge,1
1667,dare,1
1668,flagship,1
1669,expanding,1
1670,editing,1
1671,placard,1
1672,registers,1
1673,giant,1
1674,menuboard,1
1675,trying,1
1676,500,1
1677,lettuce,1
1678,cheddar,1
1679,combos,1
1680,kobe,1
1681,bucks,1
1682,brioche,1
1683,resist,1
1684,coated,1
1685,weekends,1
1686,louis,1
1687,peach,1
1688,date,1
1689,confusing,1
1690,multiple,1
1691,windows,1
1692,direction,1
1693,joes,1
1694,consecutive,1
1695,living,1
1696,social,1
1697,outstanding,1
1698,ensure,1
1699,meatloaf,1
1700,mashed,1
1701,attempt,1
1702,bleu,1
1703,crumbles,1
1704,crisp,1
1705,ugh,1
1706,saw,1
1707,refilled,1
1708,uninformed,1
1709,unable,1
1710,answer,1
1711,question,1
1712,bathroom,1
1713,bright,1
1714,offers,1
1715,thoughtfully,1
1716,composed,1
1717,servers,1
1718,sold,1
1719,sidewalk,1
1720,indication,1
1721,basic,1
1722,hashbrowns,1
1723,fab,1
1724,difficult,1
1725,stays,1
1726,donuts,1
1727,indulging,1
1728,consider,1
1729,livery,1
1730,01,1
1731,carriage,1
1732,margarita,1
1733,brandy,1
1734,twist,1
1735,02,1
1736,empanadas,1
1737,03,1
1738,drum,1
1739,yuca,1
1740,04,1
1741,churros,1
1742,advice,1
1743,em,1
1744,copy,1
1745,move,1
1746,record,1
1747,moves,1
1748,airport,1
1749,funky,1
1750,eclectic,1
1751,casserole,1
1752,dried,1
1753,cranberry,1
1754,reubens,1
1755,rye,1
1756,companion,1
1757,fiancees,1
1758,sandwichforgot,1
1759,avocado,1
1760,chi,1
1761,impressive,1
1762,lol,1
1763,breakfastlunch,1
1764,workers,1
1765,expresso,1
1766,chip,1
1767,moose,1
1768,tracks,1
