,word,frequency
189,fresh,7
190,excellent,7
191,excited,6
192,small,6
193,worth,6
194,customer,6
195,maybe,6
196,from,6
197,tender,6
198,recommend,6
199,sure,6
200,theres,6
201,help,6
202,bacon,6
203,them,6
204,group,6
205,going,6
206,local,6
207,ask,6
208,end,6
209,find,6
210,quick,6
211,off,6
212,sit,6
213,who,6
214,came,6
215,woman,6
216,got,6
217,flavor,6
218,breakfast,6
219,im,6
220,no,6
221,ice,6
222,what,6
223,chop,6
224,need,6
225,bun,6
226,brewery,5
227,see,5
228,5,5
229,store,5
230,family,5
231,kind,5
232,flavorful,5
233,soup,5
234,should,5
235,told,5
236,an,5
237,tried,5
238,thing,5
239,come,5
240,seated,5
241,right,5
242,busy,5
243,same,5
244,sandwiches,5
245,though,5
246,dry,5
247,down,5
248,two,5
249,home,5
250,I,5
251,liked,5
252,up,5
253,city,5
254,wouldnt,5
255,without,5
256,isnt,5
257,cash,5
258,counter,5
259,music,5
260,pizza,5
261,ha,5
262,hit,4
263,how,4
264,special,4
265,rating,4
266,times,4
267,big,4
268,couple,4
269,decided,4
270,option,4
271,brisket,4
272,lamb,4
273,fine,4
274,plate,4
275,expecting,4
276,actually,4
277,husband,4
278,own,4
279,portions,4
280,part,4
281,line,4
282,grab,4
283,table,4
284,while,4
285,over,4
286,understand,4
287,truffle,4
288,oil,4
289,entree,4
290,why,4
291,bakery,4
292,new,4
293,able,4
294,especially,4
295,quite,4
296,review,4
297,another,4
298,wine,4
299,bite,4
300,cake,4
301,outstanding,4
302,into,4
303,trying,4
304,regular,4
305,stars,4
306,dinner,4
307,game,4
308,wanted,4
309,falafel,4
310,3,4
311,didnt,4
312,take,4
313,where,4
314,bad,4
315,difference,4
316,note,4
317,comfortable,4
318,wings,4
319,french,4
320,fish,4
321,hassle,4
322,based,3
323,last,3
324,break,3
325,above,3
326,hoping,3
327,dishes,3
328,seems,3
329,things,3
330,seafood,3
331,everyone,3
332,blue,3
333,awesome,3
334,reviewers,3
335,work,3
336,makes,3
337,however,3
338,breast,3
339,reason,3
340,entrees,3
341,typical,3
342,seating,3
343,since,3
344,friend,3
345,loyal,3
346,am,3
347,give,3
348,nothing,3
349,noodles,3
350,memorable,3
351,salad,3
352,stopped,3
353,kid,3
354,top,3
355,super,3
356,near,3
357,roll,3
358,around,3
359,tell,3
360,3540,3
361,took,3
362,kitchen,3
363,customers,3
364,wish,3
365,deli,3
366,house,3
367,quiet,3
368,exactly,3
369,options,3
370,solid,3
371,town,3
372,dining,3
373,made,3
374,feta,3
375,brie,3
376,decor,3
377,ambiance,3
378,glad,3
379,has,3
380,several,3
381,anything,3
382,favorite,3
383,belly,3
384,street,3
385,walk,3
386,feel,3
387,size,3
388,undercooked,3
389,steak,3
390,else,3
391,orders,3
392,raleigh,3
393,ever,3
394,chips,3
395,wouldve,3
396,rude,3
397,ingredients,3
398,drink,3
399,beers,3
400,opinion,3
401,ham,3
402,apologized,3
403,taste,3
404,salsa,3
405,fried,3
406,guac,3
407,space,3
408,bourbon,3
409,leave,3
410,blown,3
411,juicy,3
412,impressed,3
413,decide,2
414,sample,2
415,meats,2
416,perfect,2
417,efficient,2
418,enjoyable,2
419,station,2
420,6,2
421,4,2
422,even,2
423,fast,2
424,being,2
425,appetizing,2
426,helping,2
427,working,2
428,amazing,2
429,available,2
430,said,2
431,spinach,2
432,portion,2
433,alright,2
434,seat,2
435,chance,2
436,next,2
437,waited,2
438,shakes,2
439,crunch,2
440,close,2
441,pleasant,2
442,groceries,2
443,day,2
444,friday,2
445,ourselves,2
446,section,2
447,20,2
448,finally,2
449,spot,2
450,welcome,2
451,broth,2
452,potatoes,2
453,stores,2
454,tourist,2
455,saw,2
456,places,2
457,products,2
458,enjoyed,2
459,8,2
460,upscale,2
461,eating,2
462,As,2
463,The,2
464,man,2
465,afraid,2
466,missing,2
467,talking,2
468,happy,2
469,telling,2
470,let,2
471,lack,2
472,cocktails,2
473,desserts,2
474,cakes,2
475,10,2
476,months,2
477,mugs,2
478,entire,2
479,choices,2
480,patio,2
481,mediocre,2
482,lots,2
483,variety,2
484,hot,2
485,milk,2
486,bartender,2
487,his,2
488,far,2
489,anyone,2
490,calamari,2
491,room,2
492,mean,2
493,waitstaff,2
494,eaten,2
495,again,2
496,put,2
497,refund,2
498,bagels,2
499,simple,2
500,shopping,2
501,afford,2
502,point,2
503,please,2
504,diner,2
505,addition,2
506,goods,2
507,crowd,2
508,visited,2
509,needed,2
510,many,2
511,oreo,2
512,expect,2
513,cant,2
514,coming,2
515,chops,2
516,grilled,2
517,patient,2
518,outside,2
519,downtown,2
520,rather,2
521,having,2
522,now,2
523,limited,2
524,pastry,2
525,gourmet,2
526,getting,2
527,accommodating,2
528,cashier,2
529,credit,2
530,korean,2
531,surprised,2
532,stop,2
533,may,2
534,course,2
535,cool,2
536,pastries,2
537,huge,2
538,change,2
539,owner,2
540,noodle,2
541,crazy,2
542,hard,2
543,minutes,2
544,fact,2
545,plates,2
546,fatty,2
547,shake,2
548,members,2
549,week,2
550,beans,2
551,coworkers,2
552,sausage,2
553,either,2
554,charge,2
555,remember,2
556,limp,2
557,informed,2
558,ready,2
559,refill,2
560,returned,2
561,return,2
562,``,2
563,better,2
564,prefer,2
565,understaffed,2
566,through,2
567,mazarinobot,2
568,shops,2
569,pairings,2
570,closest,2
571,freshness,2
572,onion,2
573,scene,2
574,salty,2
575,idea,1
576,layer,1
577,cut,1
578,duck,1
579,grain,1
580,bowls,1
581,grits,1
582,upland,1
583,18th,1
584,Nowrioh,1
585,weekend,1
586,carried,1
587,gogoer,1
588,standard,1
589,basic,1
590,waitresses,1
591,plain,1
592,clueless,1
593,merited,1
594,7,1
595,downfall,1
596,chain,1
597,full,1
598,actual,1
599,feed,1
600,tacos,1
601,whatever,1
602,traditional,1
603,taco,1
604,customize,1
605,slightly,1
606,despite,1
607,guess,1
608,cooker,1
609,paid,1
610,steakhouse,1
611,theyre,1
612,decentif,1
613,under,1
614,broiler,1
615,menus,1
616,most,1
617,oysters,1
618,loin,1
619,tons,1
620,sunday,1
621,afternoon,1
622,abandoned,1
623,building,1
624,luckily,1
625,willing,1
626,idyllic,1
627,garlic,1
628,red,1
629,onions,1
630,miss,1
631,generous,1
632,lacking,1
633,sat,1
634,bench,1
635,serve,1
636,taken,1
637,job,1
638,5pm,1
639,start,1
640,warm,1
641,forward,1
642,questions,1
643,East,1
644,Coast,1
645,cramped,1
646,continue,1
647,sampled,1
648,cookies,1
649,serves,1
650,salads,1
651,popular,1
652,pub,1
653,years,1
654,lasagna,1
655,decade,1
656,ago,1
657,started,1
658,sounded,1
659,shot,1
660,tina,1
661,believe,1
662,complain,1
663,except,1
664,probably,1
665,lower,1
666,keep,1
667,record,1
668,letdown,1
669,bland,1
670,thick,1
671,mouth,1
672,mushrooms,1
673,croquettes,1
674,tad,1
675,watered,1
676,walgreens,1
677,Charlotte,1
678,apple,1
679,cidery,1
680,everybody,1
681,homestyle,1
682,crowded,1
683,frequented,1
684,madison,1
685,february,1
686,those,1
687,generally,1
688,support,1
689,independent,1
690,deal,1
691,owned,1
692,purchased,1
693,year,1
694,truck,1
695,pier,1
696,quaint,1
697,surroundings,1
698,settle,1
699,instantly,1
700,hooked,1
701,cinnamon,1
702,walnuts,1
703,pudding,1
704,reuben,1
705,bbq,1
706,burritos,1
707,arrived,1
708,drinking,1
709,4pm,1
710,heard,1
711,doorbell,1
712,ring,1
713,leaving,1
714,almost,1
715,minute,1
716,later,1
717,seats,1
718,prior,1
719,ringing,1
720,bell,1
721,answered,1
722,phone,1
723,frantic,1
724,evening,1
725,finished,1
726,soon,1
727,him,1
728,screaming,1
729,strawberries,1
730,custard,1
731,smile,1
732,faces,1
733,bust,1
734,wife,1
735,crab,1
736,hugely,1
737,ironic,1
738,three,1
739,set,1
740,occasion,1
741,thrilled,1
742,buttered,1
743,espresso,1
744,gathering,1
745,shame,1
746,packed,1
747,gotten,1
748,locavore,1
749,money,1
750,owners,1
751,monthly,1
752,fellow,1
753,classmates,1
754,co-workers,1
755,bring,1
756,stuck,1
757,between,1
758,greeted,1
759,longer,1
760,boyfriend,1
761,watch,1
762,wrapbut,1
763,personally,1
764,frozen,1
765,yogurt,1
766,crisp,1
767,crust,1
768,smell,1
769,choice,1
770,yummy,1
771,seem,1
772,escape,1
773,stowaways,1
774,mexican,1
775,together,1
776,mex,1
777,birthday,1
778,cakesi,1
779,true,1
780,hearties,1
781,honest,1
782,serviceits,1
783,cosi,1
784,tap,1
785,touch,1
786,forgot,1
787,pickles,1
788,soochurrly,1
789,hesitant,1
790,fare,1
791,gives,1
792,deluxe,1
793,bagel,1
794,blueberry,1
795,buxom,1
796,youll,1
797,fairly,1
798,tannic,1
799,fruit,1
800,running,1
801,est,1
802,grocery,1
803,recently,1
804,joint,1
805,blocks,1
806,recent,1
807,inclination,1
808,neat,1
809,unlike,1
810,diners,1
811,giving,1
812,changes,1
813,including,1
814,barista,1
815,manager,1
816,improved,1
817,cheap,1
818,baked,1
819,crowding,1
820,dense,1
821,hangover,1
822,action,1
823,parking,1
824,fringes,1
825,tasted,1
826,boba,1
827,latest,1
828,eats,1
829,block,1
830,train,1
831,bars,1
832,overwhelming,1
833,filled,1
834,flow,1
835,yourself,1
836,joke,1
837,add,1
838,list,1
839,arrive,1
840,focused,1
841,supposed,1
842,wrong,1
843,guy,1
844,taking,1
845,advantage,1
846,needs,1
847,attention,1
848,cooked,1
849,imagine,1
850,mount,1
851,laurels,1
852,subpar,1
853,cafe,1
854,baristas,1
855,highly,1
856,wants,1
857,bigger,1
858,rittenhouse,1
859,presentation,1
860,given,1
861,greek,1
862,gone,1
863,reno,1
864,drive,1
865,busses,1
866,730,1
867,sick,1
868,stay,1
869,knows,1
870,stayed,1
871,half,1
872,hour,1
873,fry,1
874,damn,1
875,anymore,1
876,cousins,1
877,tray,1
878,reasonable,1
879,foods,1
880,n't,1
881,match,1
882,3rd,1
883,party,1
884,wallet,1
885,convenient,1
886,register,1
887,bank,1
888,account,1
889,report,1
890,write,1
891,check,1
892,adorable,1
893,bisque,1
894,fair,1
895,share,1
896,felt,1
897,myself,1
898,beignets,1
899,chat,1
900,someone,1
901,main,1
902,buy,1
903,worn,1
904,signs,1
905,intrigue,1
906,vegan,1
907,version,1
908,spend,1
909,ambience,1
910,middle,1
911,beaten,1
912,path,1
913,relaxing,1
914,oh,1
915,yeah,1
916,somewhat,1
917,itthe,1
918,name,1
919,edit,1
920,712,1
921,brew,1
922,relax,1
923,unimpressed,1
924,hire,1
925,employee,1
926,barely,1
927,whiskey,1
928,barrestaurant,1
929,produce,1
930,cost,1
931,effective,1
932,environment,1
933,known,1
934,use,1
935,medium,1
936,sized,1
937,breads,1
938,quickly,1
939,late,1
940,immediately,1
941,rudeness,1
942,gave,1
943,pat,1
944,apparently,1
945,asking,1
946,exchanged,1
947,embarrassed,1
948,finish,1
949,waiting,1
950,hungry,1
951,johnny,1
952,rockets,1
953,nicely,1
954,bunched,1
955,toppings,1
956,loved,1
957,jalapeno,1
958,buffalo,1
959,greasy,1
960,kinda,1
961,instead,1
962,sour,1
963,less,1
964,insanely,1
965,servers,1
966,underwhelming,1
967,impatient,1
968,left,1
969,silly,1
970,bottle,1
971,morning,1
972,handi,1
973,flavors,1
974,blend,1
975,black,1
976,anci,1
977,care,1
978,overcooked,1
979,soft,1
980,might,1
981,although,1
982,sense,1
983,basically,1
984,supermarket,1
985,uniqueness,1
986,rooms,1
987,modern,1
988,starbucksso,1
989,arent,1
990,1,1
991,both,1
992,inside,1
993,open,1
994,feeling,1
995,isolation,1
996,shared,1
997,aberration,1
998,hate,1
999,dogs,1
1000,slices,1
1001,sticking,1
1002,egg,1
1003,recipe,1
1004,extra,1
1005,dog,1
1006,hangout,1
1007,hang,1
1008,ta,1
1009,jongar,1
1010,!,1
1011,caf,1
1012,basis,1
1013,welcoming,1
1014,young,1
1015,gentleman,1
1016,leg,1
1017,stomach,1
1018,tiny,1
1019,gesture,1
1020,beverage,1
1021,continued,1
1022,fan,1
1023,free,1
1024,comment,1
1025,forums,1
1026,cover,1
1027,rumored,1
1028,wawa,1
1029,is.,1
1030,plenty,1
1031,occupy,1
1032,albeit,1
1033,sashimi,1
1034,porky,1
1035,panda,1
1036,express,1
1037,ordering,1
1038,itself,1
1039,stingy,1
1040,cheaper,1
1041,friendlysnow,1
1042,presented,1
1043,plus,1
1044,chinese,1
1045,book,1
1046,opened,1
1047,bay,1
1048,reviews,1
1049,loud,1
1050,waffle,1
1051,sodas,1
1052,perhaps,1
1053,appetizers,1
1054,appetizer,1
1055,underdone,1
1056,satisfied,1
1057,overrated,1
1058,ill,1
1059,beautiful,1
1060,bleichard,1
1061,points,1
1062,stl,1
1063,sadly,1
1064,allthis,1
1065,completely,1
1066,streets,1
1067,prepared,1
1068,walking,1
1069,second,1
1070,gravy,1
1071,greati,1
1072,call,1
1073,sometimes,1
1074,wonderful,1
1075,totally,1
1076,agree,1
1077,offer,1
1078,apology,1
1079,seeing,1
1080,waiters,1
1081,arrangements,1
1082,lady,1
1083,hand,1
1084,bill,1
1085,heavy,1
1086,weak,1
1087,veggies,1
1088,tuna,1
1089,interesting,1
1090,word,1
1091,exception,1
1092,mac,1
1093,knowledgeable,1
1094,juice,1
1095,double,1
1096,turkey,1
1097,experienced,1
1098,8042013,1
1099,girlfriend,1
1100,kids,1
1101,rice,1
1102,seasoning,1
1103,must,1
1104,mix,1
1105,head,1
1106,vegetables,1
1107,tortilla,1
1108,queso,1
